STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,trans1g,Transitions from previous generation,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,BG,Bulgaria,2023,,84.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,CH,Switzerland,2019,,57.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,CH,Switzerland,2023,,72.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,CY,Cyprus,2019,,82.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,CY,Cyprus,2023,,83.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,CZ,Czechia,2019,,77.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,CZ,Czechia,2023,,78.8,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,DE,Germany,2019,,41.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,DE,Germany,2023,,,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,DK,Denmark,2019,,40.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,DK,Denmark,2023,,31.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,,85.8,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,EA18,Euro area - 18 countries (2014),2019,,85.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,EA19,Euro area - 19 countries  (2015-2022),2019,,85.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,EA20,Euro area – 20 countries (from 2023),2019,,83.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,EA20,Euro area – 20 countries (from 2023),2023,,82.4,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,EE,Estonia,2019,,32.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,EE,Estonia,2023,,22.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,EL,Greece,2019,,88.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,EL,Greece,2023,,83.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,ES,Spain,2019,,92.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,ES,Spain,2023,,87.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,83.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,EU27_2007,European Union - 27 countries (2007-2013),2019,,83.1,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,EU27_2020,European Union - 27 countries (from 2020),2019,,81.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,EU27_2020,European Union - 27 countries (from 2020),2023,,79.5,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,FI,Finland,2019,,44.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,FI,Finland,2023,,42.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,FR,France,2019,,82.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,FR,France,2023,,67.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,HR,Croatia,2019,,81.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,HR,Croatia,2023,,78.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,HU,Hungary,2019,,82.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,HU,Hungary,2023,,75.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,IE,Ireland,2019,,67.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,IE,Ireland,2023,,60.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,IS,Iceland,2019,,46.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",M,Males,IT,Italy,2019,,90.8,,,,,
